params,rank_by_CV_mean_test_rmse,CV_mean_train_rmse,CV_mean_test_rmse,mean_train_rmse,mean_test_rmse,Train Years,Validate Year,model
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",908,138790.09530699693,155836.14461032863,140410.03126490113,153456.72172077774,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",909,136913.20127768093,155837.01119771163,138661.95401189808,151560.51299809612,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",910,138560.25219409214,155837.16394811898,139840.28532488647,152532.9730421164,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",911,137058.20338393582,155841.40791583082,138866.3782813021,151648.1948282977,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",912,138532.47301650976,155846.50318494864,140213.31027869848,153067.2808418079,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",913,137566.10864341247,155854.61638100253,139112.96644811012,151876.86487168327,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",914,141523.36751881655,155860.94085217945,143416.229774233,155381.8565751239,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",915,136552.20892787288,155862.4624007766,138203.8239141283,151358.84433302842,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",916,139577.51788716283,155879.13569926008,140666.8324942921,153560.3895664019,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",917,138103.6084083215,155888.0421846342,139954.92799187519,152899.10621906328,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",918,140371.7128516844,155891.94625218358,143649.44930847504,155569.19091919446,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",919,138721.5923243289,155896.9825408741,140295.71706077814,153314.8190582911,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",920,136465.87736117165,155899.67529193687,138183.19044624886,151485.3462712035,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",921,137552.358593789,155903.40248410753,139265.7542131263,151917.2097408919,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",922,136935.60818467438,155912.8240723965,138702.10744439886,151590.62228086917,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",923,136890.77769515858,155914.08225049335,138794.77578929436,151742.07869874203,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",924,136854.475806441,155917.96113794966,138529.30704164313,151585.45847992846,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",925,136919.20004261655,155923.6074652353,138720.89676676784,151668.41930039108,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",926,136901.47830770386,155924.54593048574,138655.05297159473,151691.0234421722,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",927,136549.9214927949,155926.16845294568,138349.29362912462,151513.11898480234,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",928,138502.4909838113,155939.11147106497,140334.95577912626,153211.348860646,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",929,136960.3933121962,155939.43840140782,138602.87038239642,151553.26081854964,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",930,136531.45313271583,155943.96499449195,138145.06101402603,151580.6479963784,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",931,136639.54504561782,155963.8608072183,138487.9995564494,151833.81167866391,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",932,140363.09614428092,155964.65207941073,142126.2342851322,154013.5811446067,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 0.75}",933,138487.0128726107,155968.41143984318,140064.9373222142,153027.21322911617,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 1.0}",934,140266.96523493627,155968.7209965156,141511.1467440474,152939.082938535,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",935,135783.20437736475,155970.94598775092,137652.17689092626,151337.89813268796,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",936,137567.80965270157,155972.5702246907,139581.37291554114,152664.2801031048,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",937,135802.1162574735,155984.89716389778,137783.49826941988,151218.6466663961,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",938,137016.3739746316,155986.82856378116,138540.19198233675,151708.01259936552,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 0.75}",939,138487.56392954348,155991.29439019412,140099.47790843135,153071.2062744062,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",940,136522.02067983785,155998.0096293393,138371.9025962287,151522.04445783602,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",941,137655.61741742346,156002.11077336312,139052.84119725175,152055.27268679798,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",942,138280.63973805823,156008.83921207083,139783.58338727578,152533.66788282854,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",943,139479.6394330294,156015.71102049522,141363.37348078538,153966.79318613658,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",944,138429.4631449638,156030.03688874908,140246.60689631617,153007.82401775516,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",945,138657.01178258433,156041.7206685747,140113.66123217164,153064.82689225682,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",946,138556.94505375638,156063.722469361,140107.8833271252,152992.52598251065,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",947,138111.4533205821,156067.00199381425,140025.8353453431,152792.6440285735,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",948,136589.61547854476,156083.73003932563,138207.27082362372,151283.6971545766,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",949,136542.62009150675,156090.74649018495,138274.93293588536,151446.82543115632,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",950,139319.19205522505,156095.4809485197,141033.65668800884,154064.9596968691,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",951,136657.57312876696,156098.02290669535,138505.63158933248,151671.2601211492,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",952,136900.36443567113,156102.6162505618,138695.96281159148,151648.7015305965,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",953,137997.60071128205,156103.8590739277,139957.98376097737,152824.15807187348,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",954,136498.00996548907,156104.5606730769,138243.420137995,151467.92958413428,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",955,139225.03404981113,156110.49863730956,140779.05005112017,154025.51322057302,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 500, 'subsample': 0.75}",956,138419.86148198348,156112.6623361727,139537.96428228737,152464.85515841507,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",957,138101.59140409215,156114.56369616275,139902.41554328986,152737.62398901154,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.025, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",958,141694.20400232548,156145.1056506416,143316.78615093013,155686.29601299384,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 0.75}",959,139347.27624516058,156152.03167519334,140883.94908923566,154215.08433198105,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",960,136636.37031042587,156169.21714546077,138136.49098988363,151594.27294849165,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 500, 'subsample': 0.75}",961,135759.7759932964,156172.9623784668,137643.23502096668,151384.26278767004,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 100, 'subsample': 0.75}",962,142119.97307744902,156178.91092102014,143510.59667978057,155819.09615360122,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",963,136467.53834193587,156213.382358525,138152.6368747232,151329.5632874282,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.15, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.30000000000000004, 'n_estimators': 500, 'subsample': 0.75}",964,136986.3470951428,156228.59550977143,138774.97337405587,152041.96020654697,"[2016, 2017]",[2018],Boosting
"{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 0.30000000000000004, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.75}",965,140769.0336405109,156237.7326964014,141244.09283641,154681.55954891804,"[2016, 2017]",[2018],Boosting
